Municipio,Día,Hora,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Escolaridad
SAN ANDRES DE TUMACO,Miércoles,18,RURAL,VIAS PUBLICAS,BOLSA PLASTICA,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
SAN ANDRES DE TUMACO,Miércoles,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CÚCUTA (CT),Miércoles,4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,PRIMARIA
DOSQUEBRADAS,Miércoles,2,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
PEREIRA (CT),Miércoles,1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
PEREIRA (CT),Miércoles,1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SANTA ROSA DE CABAL,Miércoles,20,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,83,MASCULINO,SEPARADO,COLOMBIA,INDEPENDIENTE,PRIMARIA
PUERTO PARRA,Miércoles,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
IBAGUÉ (CT),Miércoles,13,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CALI (CT),Miércoles,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
PALMIRA,Miércoles,7,RURAL,CEMENTERIO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PALMIRA,Miércoles,16,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,70,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
ANDES,Jueves,22,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
DABEIBA,Jueves,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
GIRALDO,Jueves,19,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
JERICÓ,Jueves,7,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
MEDELLÍN (CT),Jueves,1,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
SEGOVIA,Jueves,16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
EL COCUY,Jueves,13,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,PRIMARIA
BOLÍVAR,Jueves,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,GRUPOS ILEGALES,PRIMARIA
BOLÍVAR,Jueves,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,GRUPOS ILEGALES,PRIMARIA
BOLÍVAR,Jueves,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,GRUPOS ILEGALES,SECUNDARIA
BOLÍVAR,Jueves,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,GRUPOS ILEGALES,PRIMARIA
BOLÍVAR,Jueves,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,GRUPOS ILEGALES,PRIMARIA
BOLÍVAR,Jueves,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,54,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOLÍVAR,Jueves,21,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
PATÍA,Jueves,20,URBANA,CANCHA DE FUTBOL,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CURUMANÍ,Jueves,14,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CURUMANÍ,Jueves,14,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PLANETA RICA,Jueves,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,18,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Jueves,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SUPERIOR
CHÍA,Jueves,22,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CHÍA,Jueves,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PAICOL,Jueves,19,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
PLATO,Jueves,10,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
SANTA MARTA (CT),Jueves,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
LA MACARENA,Jueves,19,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
VILLAVICENCIO (CT),Jueves,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
IBAGUÉ (CT),Jueves,2,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,63,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
MARIQUITA,Jueves,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CARTAGO,Jueves,19,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PALMIRA,Jueves,11,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,PRIMARIA
CAÑASGORDAS,Viernes,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CAREPA,Viernes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
RETIRO,Viernes,7,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
RIONEGRO,Viernes,23,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
LA DORADA,Viernes,22,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,52,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
LA DORADA,Viernes,22,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
MANIZALES (CT),Viernes,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
FLORENCIA (CT),Viernes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,38,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA
BOGOTÁ D.C. (CT),Viernes,1,URBANA,CAÑOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
BOGOTÁ D.C. (CT),Viernes,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
EL BANCO,Viernes,19,URBANA,HOSPITALES,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ARMENIA (CT),Viernes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
LA VIRGINIA,Viernes,12,URBANA,PARQUEADERO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
SAN GIL,Viernes,14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CALI (CT),Viernes,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CANDELARIA,Viernes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
EL CERRITO,Viernes,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SUPERIOR
RIOFRÍO,Viernes,19,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,SECUNDARIA
CÁCERES,Sábado,0,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CÁCERES,Sábado,0,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CAREPA,Sábado,9,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR VEHICULO,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
ITAGUI,Sábado,15,URBANA,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SALGAR,Sábado,7,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SANTA BÁRBARA,Sábado,0,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SANTA BÁRBARA,Sábado,0,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,29,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SEGOVIA,Sábado,18,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BARRANQUILLA (CT),Sábado,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CARTAGENA DEL CHAIRÁ,Sábado,21,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,57,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
ALMAGUER,Sábado,15,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
EL TAMBO,Sábado,2,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
PATÍA,Sábado,19,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,47,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,PRIMARIA
PATÍA,Sábado,15,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,SECUNDARIA
PUERTO TEJADA,Sábado,16,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SANTANDER DE QUILICHAO,Sábado,16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SUPERIOR
TOTORÓ,Sábado,17,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
QUIBDÓ (CT),Sábado,6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BUENAVISTA,Sábado,10,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Sábado,21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Sábado,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Sábado,23,URBANA,PARQUEADERO,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Sábado,14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SOACHA,Sábado,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
VERGARA,Sábado,20,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA
CAMPOALEGRE,Sábado,9,RURAL,RIVERAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
PASTO (CT),Sábado,23,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SAMANIEGO,Sábado,2,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,CONDUCTOR MOTOCICLETA,28,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CÚCUTA (CT),Sábado,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,PRIMARIA
CÚCUTA (CT),Sábado,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
TEORAMA,Sábado,18,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Sábado,15,URBANA,TALLERES MECANICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Sábado,17,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CALI (CT),Sábado,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,SECUNDARIA
CALI (CT),Sábado,21,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
JAMUNDÍ,Sábado,3,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,44,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CAUCASIA,Domingo,19,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO SALUD,SECUNDARIA
CAUCASIA,Domingo,20,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MEDELLÍN (CT),Domingo,6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
SANTO DOMINGO,Domingo,14,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
SEGOVIA,Domingo,21,RURAL,CULTIVOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
YALÍ,Domingo,2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
YARUMAL,Domingo,11,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
SOLEDAD,Domingo,3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,TECNICO
MARÍA LA BAJA,Domingo,3,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,24,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,SECUNDARIA
BELALCÁZAR,Domingo,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
POPAYÁN (CT),Domingo,4,URBANA,PARQUES,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,26,MASCULINO,DIVORCIADO,COLOMBIA,INDEPENDIENTE,PRIMARIA
VILLA RICA,Domingo,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
QUIBDÓ (CT),Domingo,15,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,37,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PUBLICO,SUPERIOR
TIERRALTA,Domingo,16,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA
TIERRALTA,Domingo,16,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
TIERRALTA,Domingo,16,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SOACHA,Domingo,6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,60,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SOACHA,Domingo,14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
SAN AGUSTÍN,Domingo,14,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,PRIMARIA
SAN ANDRES DE TUMACO,Domingo,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
PUERTO LEGUÍZAMO,Domingo,19,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
BUCARAMANGA (CT),Domingo,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,43,MASCULINO,DIVORCIADO,COLOMBIA,PENSIONADO,SECUNDARIA
OIBA,Domingo,9,RURAL,CULTIVOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EDUCADOR,TECNICO
FLANDES,Domingo,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Domingo,21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Domingo,13,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Domingo,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Domingo,3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PUERTO CARREÑO (CT),Domingo,23,URBANA,BOSQUES,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MEDELLÍN (CT),Lunes,15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
TOLEDO,Lunes,23,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,PRIMARIA
NEIRA,Lunes,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
SAN JOSÉ DEL FRAGUA,Lunes,14,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
